Archivio estrazioni VinciCasa
Concorso	Data	N.1	N.2	N.3	N.4	N.5	V5	Q5	V4	Q4	V3	Q3	V2	Q2
282	08/10/2020	6	14	25	26	34	0	50000000	2	105140	313	2375	3334	307
281	07/10/2020	1	2	20	29	40	0	50000000	8	22872	330	1960	3430	260
280	06/10/2020	6	12	18	21	37	0	50000000	15	14222	406	1858	4154	250
279	05/10/2020	2	8	13	22	37	0	50000000	12	14620	327	1897	3468	246
278	04/10/2020	2	10	16	17	24	0	50000000	4	29980	282	1503	2502	233
277	03/10/2020	6	9	13	26	32	0	50000000	14	17928	464	1912	4767	256
276	02/10/2020	3	4	21	22	24	0	50000000	9	20462	302	2156	3493	257
275	01/10/2020	15	21	27	33	34	0	50000000	3	70390	241	3098	3270	315
274	30/09/2020	3	8	11	13	22	0	50000000	21	8360	435	1427	4093	209
273	29/09/2020	24	28	29	34	38	0	50000000	2	103234	222	3289	2988	337
272	28/09/2020	7	10	15	16	23	1	50000000	7	24256	342	1755	3608	229
271	27/09/2020	3	7	24	29	40	0	50000000	3	38932	230	1795	2457	231
270	26/09/2020	11	17	22	25	29	0	50000000	19	12890	546	1586	5270	226
269	25/09/2020	14	29	30	33	36	0	50000000	4	45047	172	3704	2583	340
268	24/09/2020	1	3	17	26	36	0	50000000	14	14512	346	2076	3991	248
267	23/09/2020	2	25	27	28	40	0	50000000	4	44402	305	2059	3253	266
266	22/09/2020	3	8	11	19	26	0	50000000	17	11747	543	1300	4681	208
265	21/09/2020	11	15	30	31	34	0	50000000	5	33490	210	2819	2617	312
264	20/09/2020	20	21	31	35	38	0	50000000	4	29078	126	3264	1563	363
263	19/09/2020	4	17	23	29	37	0	50000000	16	15066	455	1873	4709	249
262	18/09/2020	6	18	24	30	39	0	50000000	10	17940	247	2568	2999	291
261	17/09/2020	6	15	19	32	38	0	50000000	9	22532	250	2868	3378	292
260	16/09/2020	2	14	17	18	25	1	50000000	7	25058	338	1835	3738	228
259	15/09/2020	1	17	21	27	29	0	50000000	8	25431	359	2004	4076	243
258	14/09/2020	4	7	8	9	16	0	50000000	13	12976	497	1200	4139	198
257	13/09/2020	12	18	21	23	32	0	50000000	8	14982	148	2863	2070	282
256	12/09/2020	9	17	26	36	38	0	50000000	14	17219	382	2231	4409	266
255	11/09/2020	8	10	11	18	39	0	50000000	12	15154	379	1696	3885	228
254	10/09/2020	16	17	18	28	35	0	50000000	2	101582	263	2731	3407	290
253	09/09/2020	17	22	29	33	38	0	50000000	9	19624	266	2348	2934	293
252	08/09/2020	12	19	27	34	40	0	50000000	11	18483	341	2108	3834	258
251	07/09/2020	1	4	8	10	14	0	50000000	22	7971	475	1305	3927	217
250	06/09/2020	6	26	31	36	37	0	50000000	3	40382	145	2954	1687	350
249	05/09/2020	7	15	17	32	37	0	50000000	8	29897	395	2141	4354	267
248	04/09/2020	13	16	17	22	38	0	50000000	7	26353	298	2189	3341	269
247	03/09/2020	1	4	9	26	29	0	50000000	12	17251	477	1534	4408	229
246	02/09/2020	6	16	17	26	37	0	50000000	10	18211	235	2740	3159	281
245	01/09/2020	1	19	21	23	24	0	50000000	9	23416	346	2154	4010	256
244	31/08/2020	7	12	27	39	40	0	50000000	7	24459	296	2045	3368	247
243	30/08/2020	2	26	28	33	36	0	50000000	1	116834	130	3178	1727	330
242	29/08/2020	2	25	29	32	38	0	50000000	11	20997	301	2713	3627	310
241	28/08/2020	18	21	31	37	39	0	50000000	1	178491	199	3172	2553	341
240	27/08/2020	7	9	27	31	33	0	50000000	12	16593	387	1819	4315	225
239	26/08/2020	2	8	12	20	28	0	50000000	15	11512	471	1296	3952	213
238	25/08/2020	5	14	21	27	31	0	50000000	11	17900	369	1887	3836	250
237	24/08/2020	6	12	16	25	27	0	50000000	13	12738	350	1673	3425	235
236	23/08/2020	1	2	3	33	38	0	50000000	3	38625	158	2593	1959	288
235	22/08/2020	5	6	18	24	31	0	50000000	19	11422	393	1952	4365	242
234	21/08/2020	2	5	13	27	38	0	50000000	6	28205	337	1775	3348	246
233	20/08/2020	12	14	18	25	32	0	50000000	6	31608	291	2304	3335	277
232	19/08/2020	7	16	25	29	36	0	50000000	8	20417	270	2139	3005	265
231	18/08/2020	9	17	29	35	38	0	50000000	6	33089	303	2317	3552	272
230	17/08/2020	2	5	7	14	25	0	50000000	16	10504	437	1360	3963	206
229	16/08/2020	5	8	11	13	23	0	50000000	14	7262	335	1073	2524	196
228	15/08/2020	12	15	17	36	37	0	50000000	2	52802	135	2766	1813	284
227	14/08/2020	6	14	19	30	39	0	50000000	10	19035	286	2353	3457	268
226	13/08/2020	12	14	17	33	38	0	50000000	5	38989	271	2544	3356	283
225	12/08/2020	5	13	22	27	32	0	50000000	5	33989	281	2138	3065	270
224	11/08/2020	8	9	28	37	40	0	50000000	7	28009	335	2069	3706	258
223	10/08/2020	5	9	23	24	29	0	50000000	15	10889	420	1375	3464	229
222	09/08/2020	15	19	24	28	35	0	50000000	5	23058	178	2290	1980	284
221	08/08/2020	1	14	21	24	27	0	50000000	11	21161	348	2365	4274	265
220	07/08/2020	3	5	6	9	22	0	50000000	25	7278	497	1294	4281	207
219	06/08/2020	9	17	22	23	28	0	50000000	15	13381	408	1739	4039	242
218	05/08/2020	2	21	27	31	35	0	50000000	6	29781	244	2589	2810	310
217	04/08/2020	2	23	24	29	31	0	50000000	8	25469	273	2639	3460	287
216	03/08/2020	2	18	25	37	38	0	50000000	5	33653	234	2543	2837	289
215	02/08/2020	3	12	21	31	36	0	50000000	1	115602	173	2363	1971	286
214	01/08/2020	12	25	33	37	40	0	50000000	6	38395	328	2483	3840	292
213	31/07/2020	20	22	24	31	34	0	50000000	5	35082	175	3544	2563	333
212	30/07/2020	16	33	35	36	37	0	50000000	5	39213	219	3166	2451	390
211	29/07/2020	11	16	18	24	38	0	50000000	4	43400	265	2316	3065	276
210	28/07/2020	2	12	18	26	30	0	50000000	16	12606	343	2079	3725	264
209	27/07/2020	9	18	23	29	39	0	50000000	6	28415	334	1805	3179	261
208	26/07/2020	14	26	29	31	38	0	50000000	3	38463	136	3000	1727	325
207	25/07/2020	11	16	26	28	32	0	50000000	11	21596	294	2857	3907	296
206	24/07/2020	7	10	12	22	26	1	50000000	14	12740	390	1617	3892	223
205	23/07/2020	11	14	16	19	30	0	50000000	9	22230	340	2080	3943	247
204	22/07/2020	14	17	22	25	37	0	50000000	10	17419	315	1955	3308	256
203	21/07/2020	3	6	7	11	22	0	50000000	17	11960	580	1239	5117	193
202	20/07/2020	9	13	17	33	39	0	50000000	9	18696	374	1591	3278	250
201	19/07/2020	5	18	29	32	34	0	50000000	3	38817	201	2048	1957	290
200	18/07/2020	1	11	15	19	40	0	50000000	15	16134	534	1602	5127	230
199	17/07/2020	4	14	16	33	34	0	50000000	8	23644	261	2562	3031	304
198	16/07/2020	12	16	24	27	31	0	50000000	7	29504	333	2193	3810	264
197	15/07/2020	1	20	31	37	40	0	50000000	7	26050	264	2442	2993	297
196	14/07/2020	12	13	21	33	36	0	50000000	5	41430	255	2872	3431	294
195	13/07/2020	16	20	25	38	39	0	50000000	6	28908	199	3082	2688	314
194	12/07/2020	2	4	17	25	38	0	50000000	6	19665	236	1768	2347	245
193	11/07/2020	2	7	14	28	39	0	50000000	13	18412	479	1767	4556	256
192	10/07/2020	13	16	24	31	34	0	50000000	5	36818	231	2818	2824	317
191	09/07/2020	1	9	19	25	36	0	50000000	10	20284	422	1699	4149	238
190	08/07/2020	24	25	30	36	38	0	50000000	7	25264	205	3050	2512	343
189	07/07/2020	19	22	25	27	37	0	50000000	8	25331	352	2035	3682	268
188	06/07/2020	11	15	25	26	36	0	50000000	5	33300	211	2790	2948	275
187	05/07/2020	17	20	22	24	32	0	50000000	3	37953	148	2720	1912	290
186	04/07/2020	19	21	22	28	35	0	50000000	12	19864	313	2693	3897	298
185	03/07/2020	4	15	17	25	26	0	50000000	10	17961	311	2042	3629	241
184	02/07/2020	1	16	18	19	25	0	50000000	11	18296	355	2004	3938	249
183	01/07/2020	17	25	26	35	39	0	50000000	3	58353	228	2715	2622	325
182	30/06/2020	1	25	31	33	34	0	50000000	6	33152	214	3287	3007	322
181	29/06/2020	2	9	26	30	37	0	50000000	6	27052	273	2102	2952	268
180	28/06/2020	3	12	18	27	31	0	50000000	12	9436	240	1668	2395	230
179	27/06/2020	1	8	10	18	39	0	50000000	22	10730	482	1732	4809	239
178	26/06/2020	3	14	18	20	40	0	50000000	13	13828	330	1926	3468	252
177	25/06/2020	11	24	25	38	39	0	50000000	12	16649	235	3006	3262	298
176	24/06/2020	7	21	22	37	38	0	50000000	4	43499	251	2451	2886	294
175	23/06/2020	3	19	20	32	36	0	50000000	2	99991	271	2609	3379	288
174	22/06/2020	2	11	23	35	36	0	50000000	6	28645	251	2421	2823	296
173	21/06/2020	5	13	19	20	37	0	50000000	9	12633	229	1755	2447	226
172	20/06/2020	5	11	19	22	27	0	50000000	31	7677	655	1284	5530	209
171	19/06/2020	5	6	15	37	38	0	50000000	5	36608	289	2239	3396	262
170	18/06/2020	5	8	20	23	29	0	50000000	18	11389	505	1435	4737	211
169	17/06/2020	2	8	14	20	35	0	50000000	9	20328	349	1853	3523	253
168	16/06/2020	9	17	18	22	28	0	50000000	17	12154	396	1845	4285	235
167	15/06/2020	2	9	24	26	35	0	50000000	7	24813	279	2201	3088	274
166	14/06/2020	3	7	10	25	40	0	50000000	10	11583	284	1442	2665	212
165	13/06/2020	1	6	17	32	37	0	50000000	8	30353	299	2872	4242	279
164	12/06/2020	3	19	30	32	40	0	50000000	9	20542	255	2564	3316	271
163	11/06/2020	15	16	20	26	33	0	50000000	5	41622	263	2798	3467	292
162	10/06/2020	5	13	15	21	36	0	50000000	11	16881	298	2203	3545	255
161	09/06/2020	6	11	16	22	25	0	50000000	15	13884	419	1757	4201	241
160	08/06/2020	1	2	8	20	37	0	50000000	7	25511	375	1684	3649	238
159	07/06/2020	9	24	26	29	33	0	50000000	9	13117	205	2036	2109	273
158	06/06/2020	8	11	18	19	31	0	50000000	13	18860	517	1677	5291	226
157	05/06/2020	12	19	25	30	38	0	50000000	10	18727	268	2471	3319	275
156	04/06/2020	2	5	7	13	29	0	50000000	23	8756	597	1192	4849	202
155	03/06/2020	3	13	15	24	35	0	50000000	9	20684	334	1971	3493	259
154	02/06/2020	2	12	18	23	33	0	50000000	4	30216	206	2074	2421	243
153	01/06/2020	1	3	16	30	38	0	50000000	4	49799	274	2571	3608	269
152	31/05/2020	9	14	27	29	33	0	50000000	4	27848	209	1884	2294	236
151	30/05/2020	9	11	31	32	37	0	50000000	9	26438	310	2714	3832	302
150	29/05/2020	7	17	19	21	23	0	50000000	23	7618	402	1541	4027	212
149	28/05/2020	1	10	17	24	29	0	50000000	9	21773	448	1546	4071	234
148	27/05/2020	5	9	13	17	24	0	50000000	22	7655	505	1179	4135	198
147	26/05/2020	12	22	31	34	37	0	50000000	8	24169	231	2960	2873	328
146	25/05/2020	5	10	11	15	22	0	50000000	11	14670	422	1352	3738	210
145	24/05/2020	1	2	8	20	30	0	50000000	3	33482	197	1803	2166	226
144	23/05/2020	17	19	21	24	29	0	50000000	8	27670	394	1986	4304	250
143	22/05/2020	2	13	22	25	35	0	50000000	8	20849	224	2633	2963	274
142	21/05/2020	4	10	17	21	35	0	50000000	11	16916	349	1885	3713	244
141	20/05/2020	3	5	24	26	39	0	50000000	3	53681	264	2157	3148	249
140	19/05/2020	17	18	21	25	33	0	50000000	5	36954	295	2215	3527	255
139	18/05/2020	2	5	7	8	9	0	50000000	26	5857	577	933	4057	183
138	17/05/2020	13	18	25	29	33	0	50000000	5	17511	162	1911	1577	270
137	16/05/2020	2	4	11	19	23	1	50000000	20	10085	498	1432	4663	210
136	15/05/2020	2	6	7	9	20	0	50000000	16	9420	438	1216	3517	209
135	14/05/2020	5	9	18	29	32	0	50000000	19	8796	342	1728	3427	237
134	13/05/2020	5	9	18	19	29	1	50000000	15	9412	401	1245	3297	208
133	12/05/2020	1	7	15	18	36	0	50000000	9	18072	305	1885	3162	250
132	11/05/2020	7	15	24	36	37	0	50000000	7	19588	181	2679	2301	290
131	10/05/2020	16	22	26	28	38	0	50000000	1	79001	75	3725	1201	320
130	09/05/2020	9	25	28	29	33	0	50000000	2	88244	260	2400	3206	268
129	08/05/2020	3	5	14	33	34	0	50000000	9	14583	206	2253	2544	251
128	07/05/2020	3	6	10	12	40	0	50000000	11	13007	379	1335	3265	213
127	06/05/2020	15	18	27	31	33	0	50000000	6	20000	202	2100	2070	282
126	05/05/2020	11	18	22	33	36	0	50000000	8	16431	201	2312	2171	295
125	04/05/2020	10	22	23	38	40	0	50000000	5	22618	159	2515	1798	306
124	03/05/2020	7	18	25	28	32	0	50000000	4	12818	83	2184	952	262
123	02/05/2020	2	9	24	29	36	0	50000000	5	17707	137	2285	1590	271
122	01/05/2020	3	16	24	28	36	0	50000000	1	48535	56	3065	798	296
121	30/04/2020	9	10	13	22	38	0	50000000	2	38416	114	2383	1491	251
120	29/04/2020	13	16	20	23	24	0	50000000	2	34779	125	1967	1238	274
119	28/04/2020	4	16	22	25	40	0	50000000	3	22379	110	2158	1268	258
118	27/04/2020	10	24	25	29	30	0	50000000	4	14253	71	2839	1004	276
117	26/04/2020	6	14	24	25	36	0	50000000	0	0	31	2788	345	333
116	25/04/2020	1	2	30	39	40	0	50000000	1	23639	29	2882	341	338
115	24/04/2020	9	13	24	26	27	0	50000000	1	23639	53	1577	470	245
114	23/04/2020	6	13	22	26	27	0	50000000	1	23399	35	2364	435	262
113	22/04/2020	5	9	11	30	32	0	50000000	0	0	60	1518	506	239
112	21/04/2020	8	27	28	32	33	0	50000000	0	0	37	2496	390	315
111	20/04/2020	1	9	13	18	21	0	50000000	4	5580	49	1610	468	232
110	19/04/2020	3	8	15	17	39	0	50000000	1	22359	40	1976	459	237
109	18/04/2020	6	12	17	35	37	0	50000000	1	25882	51	1794	489	258
108	17/04/2020	8	14	18	26	40	0	50000000	0	0	44	2269	449	296
107	16/04/2020	1	10	13	26	36	0	50000000	0	0	32	3106	440	301
106	15/04/2020	3	14	17	18	31	0	50000000	0	0	41	2058	393	286
105	14/04/2020	6	9	12	20	31	0	50000000	1	20616	51	1429	470	213
104	13/04/2020	1	7	18	27	28	0	50000000	0	0	50	1725	445	258
103	12/04/2020	10	14	15	17	31	0	50000000	3	6791	30	2401	361	275
102	11/04/2020	9	15	23	38	40	0	50000000	0	0	35	3049	487	291
101	10/04/2020	12	18	24	29	31	0	50000000	2	12926	42	2176	446	282
100	09/04/2020	2	15	17	20	33	0	50000000	0	0	38	2516	458	278
99	08/04/2020	3	6	18	25	35	0	50000000	1	22045	50	1559	370	290
98	07/04/2020	10	18	23	28	35	0	50000000	0	0	41	2259	408	302
97	06/04/2020	1	10	16	17	38	0	50000000	1	23415	35	2365	435	262
96	05/04/2020	6	17	29	38	40	0	50000000	2	12536	30	2955	434	281
95	04/04/2020	2	7	12	14	26	0	50000000	5	5744	70	1450	655	213
94	03/04/2020	8	19	27	37	38	0	50000000	0	0	41	2838	511	303
93	02/04/2020	8	11	29	30	33	0	50000000	4	7280	71	1450	598	237
92	01/04/2020	1	23	24	35	38	0	50000000	0	0	31	3939	434	374
91	31/03/2020	1	10	15	24	28	0	50000000	2	16798	63	1885	648	252
90	30/03/2020	5	6	8	15	27	0	50000000	11	8296	260	1241	2156	206
89	29/03/2020	1	15	24	29	32	0	50000000	3	19695	76	2749	877	328
88	28/03/2020	2	18	21	27	28	0	50000000	8	14009	170	2331	2051	266
87	27/03/2020	10	13	14	26	29	0	50000000	1	96132	148	2297	1794	261
86	26/03/2020	3	4	30	32	33	0	50000000	4	22942	117	2773	1617	276
85	25/03/2020	9	10	13	18	27	0	50000000	6	14115	199	1505	1887	218
84	24/03/2020	29	31	34	35	36	0	50000000	2	45060	81	3934	1085	405
83	23/03/2020	1	6	13	34	35	0	50000000	1	65149	82	2809	1026	309
82	22/03/2020	1	7	8	19	40	0	50000000	2	25909	128	1431	1258	200
81	21/03/2020	7	11	12	25	34	0	50000000	6	26435	330	1699	3375	229
80	20/03/2020	6	15	17	27	32	0	50000000	3	43516	217	2127	2369	268
79	19/03/2020	2	4	10	25	26	0	50000000	4	38632	340	1607	3380	223
78	18/03/2020	3	9	13	20	21	0	50000000	6	22526	343	1393	3162	208
77	17/03/2020	6	8	12	16	24	0	50000000	16	10380	455	1290	3741	216
76	16/03/2020	1	11	23	27	32	0	50000000	4	34824	261	1887	2604	260
75	15/03/2020	9	23	27	30	35	0	50000000	8	10537	137	2176	1477	278
74	14/03/2020	14	30	34	37	40	0	50000000	4	48906	211	3278	2657	359
73	13/03/2020	7	9	10	14	35	0	50000000	9	17352	350	1577	3298	230
72	12/03/2020	5	14	19	37	39	0	50000000	17	10187	264	2319	3040	277
71	11/03/2020	2	10	16	19	22	0	50000000	18	10497	393	1700	3904	236
70	10/03/2020	4	25	29	37	39	0	50000000	9	24971	313	2539	3560	307
69	09/03/2020	2	5	32	34	37	0	50000000	5	41451	235	3118	3174	318
68	08/03/2020	1	11	13	16	22	0	50000000	17	8625	262	1979	2947	242
67	07/03/2020	7	12	27	34	38	0	50000000	10	32743	557	2078	6084	262
66	06/03/2020	4	6	14	19	31	0	50000000	25	9820	518	1676	5120	233
65	05/03/2020	4	5	9	15	26	0	50000000	22	12619	692	1418	6368	212
64	04/03/2020	5	23	25	31	33	0	50000000	6	40828	431	2010	4601	259
63	03/03/2020	1	3	12	15	24	0	50000000	18	15821	683	1474	6311	220
62	02/03/2020	8	16	17	32	37	0	50000000	11	21040	318	2573	4065	277
61	01/03/2020	1	3	9	25	26	0	50000000	10	15499	417	1314	3670	206
60	29/02/2020	7	29	34	35	37	0	50000000	6	56025	412	2885	5210	314
59	28/02/2020	2	6	11	12	29	1	50000000	28	8705	622	1385	5576	213
58	27/02/2020	4	6	10	13	19	1	50000000	25	10885	735	1309	6333	209
57	26/02/2020	2	4	8	21	40	0	50000000	16	14342	512	1584	4873	229
56	25/02/2020	6	9	14	18	31	0	50000000	8	33032	520	1797	5179	248
55	24/02/2020	5	8	10	33	36	0	50000000	12	18281	401	1934	4548	235
54	23/02/2020	4	21	23	24	34	0	50000000	2	75502	201	2656	2494	295
53	22/02/2020	16	20	33	36	37	0	50000000	10	33036	364	3209	4680	344
52	21/02/2020	23	27	33	36	40	0	50000000	8	31258	343	2578	4057	300
51	20/02/2020	5	6	12	28	31	0	50000000	18	15836	590	1708	5859	237
50	19/02/2020	2	6	9	15	21	0	50000000	23	10861	548	1612	5431	224
49	18/02/2020	4	22	24	25	38	0	50000000	9	32401	458	2251	5042	282
48	17/02/2020	1	5	8	15	40	0	50000000	18	13359	578	1471	5335	219
47	16/02/2020	11	16	18	20	29	0	50000000	7	23238	266	2162	3159	251
46	15/02/2020	1	27	31	33	40	0	50000000	20	17517	521	2378	5948	287
45	14/02/2020	5	25	30	34	36	0	50000000	9	29873	323	2943	4241	309
44	13/02/2020	8	13	19	27	33	0	50000000	38	7964	731	1464	6473	228
43	12/02/2020	10	12	18	20	33	0	50000000	16	16543	524	1786	5564	232
42	11/02/2020	3	7	10	12	15	0	50000000	37	8270	830	1303	7551	197
41	10/02/2020	2	6	12	34	37	0	50000000	7	36328	367	2450	4553	272
40	09/02/2020	8	12	17	21	32	0	50000000	8	21174	297	2017	3494	236
39	08/02/2020	8	13	18	31	33	0	50000000	19	19364	691	1882	7022	255
38	07/02/2020	1	14	24	29	35	0	50000000	10	27955	367	2693	4545	300
37	06/02/2020	1	3	12	18	20	0	50000000	22	14506	747	1510	7109	218
36	05/02/2020	1	7	8	10	23	0	50000000	25	11188	698	1417	6595	206
35	04/02/2020	9	13	15	17	36	0	50000000	16	21006	627	1895	6696	244
34	03/02/2020	2	10	11	18	25	1	50000000	26	11109	677	1508	6162	228
33	02/02/2020	13	23	24	35	40	1	50000000	24	25650	971	2242	11188	268
32	01/02/2020	14	22	27	30	37	1	50000000	41	21477	1426	2183	15619	275
31	31/01/2020	1	20	25	28	33	0	50000000	28	21973	1033	2106	11305	265
30	30/01/2020	19	25	32	33	35	1	50000000	18	29077	731	2532	8513	299
29	29/01/2020	5	11	15	20	27	0	50000000	39	11982	1067	1548	9997	228
28	28/01/2020	7	9	18	24	36	0	50000000	31	16354	889	2016	9878	250
27	27/01/2020	14	16	18	19	33	0	50000000	25	20445	813	2223	9108	273
26	26/01/2020	6	14	19	27	35	1	50000000	8	18522	282	1858	2835	254
25	25/01/2020	10	11	29	30	40	1	50000000	13	24307	580	1926	6115	252
24	24/01/2020	3	8	13	30	37	0	50000000	11	21177	440	1872	4472	254
23	23/01/2020	18	22	31	37	40	0	50000000	5	52104	321	2870	3925	323
22	22/01/2020	5	25	37	38	40	0	50000000	7	32563	328	2457	3749	296
21	21/01/2020	17	23	27	36	39	0	50000000	12	21976	393	2373	4583	280
20	20/01/2020	13	14	29	35	36	0	50000000	10	21704	238	3225	3212	329
19	19/01/2020	3	7	9	12	25	0	50000000	21	6944	479	1076	3718	191
18	18/01/2020	3	10	21	24	34	0	50000000	10	30993	513	2136	5541	272
17	17/01/2020	6	16	25	29	39	0	50000000	4	58757	351	2368	4063	282
16	16/01/2020	13	14	18	20	29	0	50000000	9	28878	381	2412	4633	273
15	15/01/2020	9	17	25	26	39	0	50000000	6	37675	423	1889	4298	256
14	14/01/2020	3	7	20	21	35	0	50000000	8	32451	491	1869	5141	246
13	13/01/2020	5	16	19	21	29	0	50000000	14	15125	428	1749	4306	239
12	12/01/2020	4	7	24	28	32	0	50000000	7	20669	245	2088	2729	258
11	11/01/2020	4	26	28	37	40	0	50000000	9	33050	372	2827	4660	311
10	10/01/2020	2	3	9	26	37	0	50000000	13	16897	382	2033	4301	249
9	09/01/2020	2	18	27	33	35	0	50000000	8	30990	377	2325	4217	286
8	08/01/2020	3	14	23	34	37	0	50000000	9	23936	290	2627	3476	302
7	07/01/2020	3	7	8	11	16	0	50000000	31	8271	766	1183	6635	188
6	06/01/2020	4	12	18	19	25	0	50000000	12	12632	377	1421	3442	214
5	05/01/2020	4	11	21	25	30	0	50000000	12	12817	311	1748	3135	239
4	04/01/2020	3	25	27	29	40	0	50000000	10	30253	470	2276	5815	253
3	03/01/2020	1	14	17	28	31	0	50000000	16	14283	408	1980	4261	261
2	02/01/2020	1	7	11	32	34	0	50000000	6	44721	440	2156	5244	249
1	01/01/2020	8	10	12	23	24	0	50000000	5	20100	241	1474	2306	212
365	31/12/2019	6	10	11	13	32	0	50000000	8	35609	492	2047	5778	240
364	30/12/2019	2	4	6	9	12	0	50000000	24	10022	700	1215	5954	197
363	29/12/2019	3	11	18	20	37	0	50000000	6	25169	296	1804	2788	264
362	28/12/2019	2	17	18	31	33	0	50000000	12	24147	361	2838	5211	271
361	27/12/2019	6	19	23	30	37	0	50000000	12	20883	411	2156	4640	263
360	26/12/2019	6	8	16	24	30	0	50000000	12	10748	259	1761	2549	246
359	25/12/2019	14	25	27	31	40	0	50000000	3	31559	127	2636	1605	287
358	24/12/2019	14	18	19	24	26	0	50000000	7	40161	431	2306	5273	260
357	23/12/2019	4	8	16	18	27	0	50000000	20	11962	555	1524	5334	218
356	22/12/2019	12	19	21	36	40	0	50000000	6	25719	282	1935	2970	253
355	21/12/2019	11	18	28	31	38	0	50000000	13	22462	436	2368	4891	291
354	20/12/2019	3	29	30	33	34	0	50000000	6	36578	283	2742	3587	298
353	19/12/2019	10	19	27	29	37	0	50000000	11	22572	450	1951	4909	246
352	18/12/2019	2	7	9	27	34	0	50000000	20	10963	478	1622	4750	225
351	17/12/2019	4	15	18	23	35	0	50000000	25	10281	524	1734	4737	264
350	16/12/2019	4	5	25	27	36	0	50000000	11	19297	367	2045	4142	249
349	15/12/2019	11	13	19	26	34	0	50000000	9	16590	249	2120	2878	253
348	14/12/2019	5	10	11	20	29	0	50000000	25	12056	810	1315	6943	211
347	13/12/2019	9	17	24	27	34	0	50000000	17	12726	383	1997	4231	249
346	12/12/2019	5	14	21	25	36	0	50000000	13	19219	349	2531	4474	272
345	11/12/2019	1	10	11	13	18	1	50000000	17	12889	512	1513	4911	217
344	10/12/2019	4	5	6	13	36	0	50000000	10	25248	443	2015	5220	235
343	09/12/2019	17	21	27	29	31	0	50000000	8	26329	311	2395	3793	270
342	08/12/2019	9	12	14	31	34	0	50000000	7	21102	233	2242	2824	255
341	07/12/2019	8	11	17	20	25	0	50000000	23	12907	718	1462	6826	212
340	06/12/2019	3	13	17	36	39	0	50000000	11	20378	432	1835	4153	263
339	05/12/2019	1	4	21	32	40	0	50000000	13	19510	382	2348	4302	287
338	04/12/2019	2	22	26	32	38	0	50000000	6	37242	252	3135	3218	338
337	03/12/2019	9	24	25	37	39	0	50000000	9	28894	349	2635	4411	287
336	02/12/2019	17	18	27	29	30	0	50000000	14	15242	308	2450	4092	254
335	01/12/2019	15	18	25	26	39	0	50000000	5	29000	191	2684	2237	316
334	30/11/2019	6	8	19	27	33	0	50000000	25	11874	672	1562	6315	229
333	29/11/2019	8	10	11	17	38	0	50000000	11	19666	452	1692	4983	211
332	28/11/2019	3	25	27	34	40	0	50000000	10	24933	369	2389	4280	284
331	27/11/2019	10	14	20	32	40	0	50000000	13	15823	291	2499	3412	294
330	26/11/2019	2	4	20	26	32	0	50000000	6	42012	384	2321	4428	277
329	25/11/2019	1	11	19	21	33	0	50000000	4	51943	451	1629	4316	234
328	24/11/2019	9	10	33	39	40	0	50000000	3	47796	213	2380	2538	275
327	23/11/2019	11	21	27	29	30	0	50000000	19	15401	512	2021	5609	254
326	22/11/2019	8	25	27	33	38	1	50000000	8	27696	355	2207	3773	286
325	21/11/2019	7	9	18	28	38	0	50000000	6	41859	458	1939	5076	241
324	20/11/2019	2	4	12	33	34	0	50000000	5	44137	326	2394	4175	257
323	19/11/2019	9	23	32	33	35	0	50000000	4	62130	323	2721	3922	309
322	18/11/2019	1	24	26	33	35	0	50000000	6	34898	237	3124	3099	329
321	17/11/2019	16	21	31	32	39	0	50000000	7	20900	153	3381	1944	367
320	16/11/2019	11	15	23	24	31	0	50000000	15	20561	499	2185	5834	257
319	15/11/2019	1	4	7	19	33	0	50000000	14	15466	481	1591	4872	216
318	14/11/2019	3	12	27	35	38	0	50000000	9	28114	341	2624	4481	275
317	13/11/2019	3	5	12	31	40	0	50000000	12	18601	407	1939	4765	228
316	12/11/2019	8	12	19	28	35	0	50000000	17	14911	506	1771	5563	222
315	11/11/2019	1	10	19	22	39	0	50000000	8	26184	360	2057	4122	247
314	10/11/2019	14	19	27	28	31	0	50000000	5	29307	221	2344	2756	259
313	09/11/2019	13	17	24	27	40	0	50000000	10	30725	564	1926	6084	246
312	08/11/2019	11	18	29	32	33	0	50000000	3	74208	280	2811	3740	290
